id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
bulletin_70, /economy /nationalaccounts /balanceofpayments /bulletins /unitedkingdombalanceofpaymentsthepinkbook /latest,bulletin,"UK Balance of Payments, The Pink Book","Balances between inward and outward transactions, providing a net flow of transactions between UK residents and the rest of the world and reports on how that flow is funded.","Balances between inward and outward transactions, providing a net flow of transactions between UK residents and the rest of the world and reports on how that flow is funded",bop@ons.gsi.gov.uk,Craig Taylor,+44 (0)1633 456333
bulletin_71, /economy /nationalaccounts /balanceofpayments /bulletins /balanceofpayments /jantomar2016,bulletin,Balance of Payments,"Trade in goods and services, income, current and capital transfers, transactions in UK external assets and liabilities, and levels of identified assets and liabilities.","Trade in goods and services, income, current and capital transfers, transactions in UK external assets and liabilities, and levels of identified assets and liabilities.",bop@ons.gsi.gov.uk,Craig Taylor,+44 (0)1633 456333
bulletin_72, /economy /nationalaccounts /balanceofpayments /bulletins /uktrade /may2016,bulletin,UK trade,"Total value of UK imports and exports of goods together with indices of volume and price, including an early monthly estimate of the value of trade in services","Trade in goods, classified by the Standard International Trade Classification (SITC), and monthly estimates for total trade in services",trade.in.goods @ons.gsi.gov.uk,Katherine Kent,+44 (0)1633 455829
bulletin_73, /economy /nationalaccounts /balanceofpayments /bulletins /uktradeingoodsbyclassificationofproductbyactivitycpa08 /latest,bulletin,UK Trade in Goods by Classification of Product by Activity CPA(08),The value of UK exports and imports of goods grouped by industry. Goods are attributed to the industry of which they are the principal products.,The value of UK exports and imports of goods grouped by industry. Goods are attributed to the industry of which they are the principal products.,trade.in.goods @ons.gsi.gov.uk,Katherine Kent,+44 (0)1633 455829
bulletin_74, /businessindustryandtrade /internationaltrade /bulletins /internationaltradeinservices /latest,bulletin, International Trade in Services,"The UK's imports and exports of services analysed by product, industry and country.","The UK's imports and exports of services analysed by product, industry and country.",itis@ons.gsi.gov.uk ,Michael Hardie,+44 (0)1633 455923
bulletin_75, /economy /nationalaccounts /balanceofpayments /bulletins /foreigndirectinvestmentinvolvingukcompanies /latest,bulletin,Foreign Direct Investment Involving UK Companies,"Investment flows, positions (stocks) and earnings, inward (to the UK from abroad) and outward (by UK companies abroad) by country, component and industry.","A detailed breakdown of UK foreign direct investment flows, positions (stocks) and earnings (both inward and outward), by country, component and industry.",fdi@ons.gsi.gov.uk,Michael Hardie,+44 (0)1633 455923
bulletin_76, /economy /nationalaccounts /satelliteaccounts /bulletins /consumertrends /quarter1jantomar2016,bulletin,Consumer trends,Spending on goods and services by UK households including household final consumption expenditure (HHFCE) as a measure of economic growth.,"Household Final Consumption Expenditure (HHFCE) for the UK, the main tables include all expenditure on goods and services by members of UK households.",consumer.trends @ons.gsi.gov.uk,Gareth Powell,+44 (0)1633 455969
bulletin_77, /economy /nationalaccounts /satelliteaccounts /bulletins /uktourismsatelliteaccountuktsa /latest,bulletin,The UK Tourism Satellite Account (UK-TSA),This release is part of a series of Tourism Satellite Accounts produced by ONS following international guidelines and methodology.,The UK Tourism Satellite Account is based on internationally accepted methodology and provides a detailed picture of the economic value of tourism to the UK economy,sean.white@ons.gsi.gov.uk,Anna Bodey and Sean White,+44 (0)1633 455687
bulletin_78, /economy /environmentalaccounts /bulletins /ukenvironmentalaccounts /latest,bulletin,UK environmental accounts,"Satellite accounts to the main UK National Accounts measuring the contribution of the environment to the economy, the impact of economic activity on the environment, and society's response to environmental issues.","Measures the contribution of the environment to the economy, the impacts the economy has on the environment, and society's responses to environmental issues.",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
bulletin_79, /economy /investmentspensionsandtrusts /bulletins /mq5investmentbyinsurancecompaniespensionfundsandtrusts /jantomar2016,bulletin,"Investment by insurance companies, pension funds and trusts in the UK (MQ5)","Investment choices of financial institutions based on financial transactions (investments and disinvestments), including balance sheet data for short-term assets and liabilities, and income and expenditure data.","Quarterly net investment, balance sheet and income and expenditure data. All data are reported on a current price basis (effects of price changes included).",Financial.Inquiries @ons.gsi.gov.uk ,Fred Norris,+44 (0)1633 456109
bulletin_80, /economy /nationalaccounts /uksectoraccounts /bulletins /profitabilityofukcompanies /octobertodecember2015,bulletin,Profitability of UK Companies,The net rate of return on capital employed for UK PNFCs' related to their UK operations.,Net rate of return on capital employed for UK PNFCs’ related to their UK operations.,profitability @ons.gsi.gov.uk,Eric Crane,+44 (0) 1633 455092
bulletin_81, /economy /grossdomesticproductgdp /bulletins /quarterlynationalaccounts /quarter1jantomar2016,bulletin,Quarterly National Accounts,"A detailed breakdown of the components of GDP as well as key sector accounts aggregates, including the third estimate of quarterly GDP.","A detailed breakdown of the components of GDP as well as key sector accounts aggregates, including the third estimate of quarterly GDP.",gdp@ons.gsi.gov.uk,Matthew Hughes,+44 (0)1633 45 5827
bulletin_82, /economy /nationalaccounts /uksectoraccounts /bulletins /nationalbalancesheet /2015estimates,bulletin,National Balance Sheet,The market value of financial and non-financial assets for the UK providing a measure of the nation's wealth.,The market value of financial and non-financial assets for the UK providing a measure of the nation's wealth.,gcf@ons.gsi.gov.uk,Stephanie Duff,+44 (0)1633 455250
bulletin_83, /economy /nationalaccounts /uksectoraccounts /bulletins /capitalstocksconsumptionoffixedcapital /latest,bulletin,"Capital stocks, consumption of fixed capital",The value of all non-financial (fixed) assets used in production in the UK and the loss of value over time (depreciation).,"Trends in the depreciation of fixed assets such as buildings, machinery, intellectual property and software.",gcf@ons.gsi.gov.uk,Jayne Olney,+44 (0)1633 455250
bulletin_84, /economy /regionalaccounts /grossdisposablehouseholdincome /bulletins /regionalgrossdisposablehouseholdincomegdhi /latest,bulletin,Regional gross disposable household income (GDHI),"Annual estimates of regional gross disposable household income (GDHI). This release contains analysis of GDHI estimates for NUTS1, NUTS2 and NUTS3 regions","Annual estimates of regional Gross Disposable Household Income (GDHI). This release contains analysis of GDHI estimates for NUTS1, NUTS2 and NUTS3 regions.",regionalaccounts @ons.gsi.gov.uk,Trevor Fenton,+44 (0)1633 456083
bulletin_85, /employmentandlabourmarket /peopleinwork /earningsandworkinghours /bulletins /indexoflabourcostsperhourilch /quarter1jantomar2016experimental,bulletin,Index of Labour Costs per Hour (ILCH),"Changes in the costs of employing labour, analysed by sector and industry.","Changes in the costs of employing labour, analysed by sector and industry.",catherine.healey @ons.gsi.gov.uk,Catherine Healey,+44 (0)1633 456786
bulletin_86, /employmentandlabourmarket /peopleinwork /employmentandemployeetypes /bulletins /uklabourmarket /july2016,bulletin,UK Labour Market,"Estimates of employment, unemployment, economic inactivity and other employment-related statistics for the UK.","Estimates of employment, unemployment, economic inactivity and other employment-related statistics for the UK.",labour.market @ons.gsi.gov.uk ,Richard Clegg,+44 (0)1633 455400 
bulletin_87, /employmentandlabourmarket /peopleinwork /earningsandworkinghours /bulletins /annualsurveyofhoursandearnings /2015provisionalresults,bulletin,Annual Survey of Hours and Earnings,"Data on levels, distribution and make-up of earnings and hours worked for UK employees by sex and full-time/part-time status in all industries and occupations.","Data on levels, distribution and make-up of earnings and hours worked for UK employees by sex and full-time/part-time status in all industries and occupations.",earnings@ons.gsi.gov.uk,James Scruton,+44 (0)1633 45 6120
